Table_Name,State_Code,District_Code,Area_Name,Total_Rural_Urban,Age_Group,Total_Disabled_Persons,Total_Disabled_Males,Total_Disabled_Females,Seeing_P,Seeing_M,Seeing_F,Hearing_P,Hearing_M,Hearing_F,Speech_P,Speech_M,Speech_F,Movement_P,Movement_M,Movement_F,Mental_Retardation_P,Mental_Retardation_M,Mental_Retardation_F,Mental_Illness_P,Mental_Illness_M,Mental_Illness_F,Other_Disability_P,Other_Disability_M,Other_Disability_F,Multiple_Disability_P,Multiple_Disability_M,Multiple_Disability_F
C5120ST,23,0,State-MADHYA PRADESH,Rural,50-59,22136,12582,9554,4394,2306,2088,4078,2237,1841,516,300,216,7091,4337,2754,760,437,323,501,280,221,3546,1970,1576,1250,715,535
C5120ST,23,0,State-MADHYA PRADESH,Rural,60-69,27008,13210,13798,6614,2971,3643,4786,2347,2439,443,229,214,8735,4622,4113,451,223,228,293,149,144,3051,1574,1477,2635,1095,1540
C5120ST,23,0,State-MADHYA PRADESH,Rural,70-79,19108,8627,10481,5039,2142,2897,3174,1458,1716,199,101,98,5884,2844,3040,166,79,87,121,50,71,1486,704,782,3039,1249,1790
C5120ST,23,0,State-MADHYA PRADESH,Rural,80-89,6832,3012,3820,1713,715,998,1130,538,592,61,29,32,1941,869,1072,47,24,23,29,13,16,459,220,239,1452,604,848
C5120ST,23,0,State-MADHYA PRADESH,Rural,90+,2151,941,1210,482,218,264,347,178,169,26,15,11,583,266,317,24,6,18,5,2,3,140,60,80,544,196,348
C5120ST,23,0,State-MADHYA PRADESH,Rural,Age Not Stated,343,181,162,51,23,28,59,33,26,9,7,2,63,34,29,11,5,6,7,5,2,130,69,61,13,5,8
C5120ST,23,0,State-MADHYA PRADESH,Urban,Total,22063,12544,9519,3896,2105,1791,3925,2122,1803,1081,608,473,5323,3293,2030,1009,593,416,502,296,206,4661,2549,2112,1666,978,688
C5120ST,23,0,State-MADHYA PRADESH,Urban,0-4,1246,641,605,302,155,147,285,138,147,22,14,8,124,75,49,40,22,18,2,1,1,400,196,204,71,40,31
C5120ST,23,0,State-MADHYA PRADESH,Urban,5-9,1818,1004,814,357,195,162,336,200,136,134,82,52,218,124,94,73,38,35,26,10,16,474,235,239,200,120,80
C5120ST,23,0,State-MADHYA PRADESH,Urban,10-19,4739,2725,2014,844,480,364,844,444,400,305,174,131,954,596,358,282,160,122,106,65,41,974,533,441,430,273,157
C5120ST,23,0,State-MADHYA PRADESH,Urban,20-29,4087,2356,1731,606,350,256,720,372,348,213,117,96,1208,737,471,215,132,83,128,76,52,794,455,339,203,117,86
C5120ST,23,0,State-MADHYA PRADESH,Urban,30-39,3036,1824,1212,474,293,181,542,315,227,152,74,78,797,509,288,163,99,64,104,67,37,679,382,297,125,85,40
C5120ST,23,0,State-MADHYA PRADESH,Urban,40-49,2383,1462,921,375,195,180,463,278,185,100,56,44,618,426,192,108,68,40,73,44,29,538,320,218,108,75,33
C5120ST,23,0,State-MADHYA PRADESH,Urban,50-59,1726,1021,705,292,159,133,268,152,116,79,51,28,495,316,179,68,41,27,34,19,15,364,206,158,126,77,49
C5120ST,23,0,State-MADHYA PRADESH,Urban,60-69,1615,869,746,329,157,172,226,108,118,47,27,20,505,309,196,39,23,16,21,9,12,274,144,130,174,92,82
C5120ST,23,0,State-MADHYA PRADESH,Urban,70-79,962,453,509,222,88,134,158,78,80,23,12,11,286,144,142,12,5,7,6,3,3,103,56,47,152,67,85
C5120ST,23,0,State-MADHYA PRADESH,Urban,80-89,307,127,180,67,21,46,62,29,33,3,1,2,84,42,42,5,2,3,1,1,0,29,9,20,56,22,34
C5120ST,23,0,State-MADHYA PRADESH,Urban,90+,99,38,61,22,9,13,14,2,12,2,0,2,29,13,16,2,1,1,0,0,0,11,5,6,19,8,11
C5120ST,23,0,State-MADHYA PRADESH,Urban,Age Not Stated,45,24,21,6,3,3,7,6,1,1,0,1,5,2,3,2,2,0,1,1,0,21,8,13,2,2,0
C5120ST,23,418,District-Sheopur ,Total,Total,2286,1236,1050,564,268,296,378,207,171,52,26,26,654,379,275,102,58,44,60,35,25,327,187,140,149,76,73
C5120ST,23,418,District-Sheopur ,Total,0-4,142,73,69,32,19,13,21,10,11,2,1,1,37,17,20,3,1,2,4,2,2,33,16,17,10,7,3
C5120ST,23,418,District-Sheopur ,Total,5-9,227,133,94,44,26,18,39,23,16,12,6,6,58,33,25,9,6,3,3,3,0,53,28,25,9,8,1
C5120ST,23,418,District-Sheopur ,Total,10-19,469,280,189,67,41,26,76,46,30,11,7,4,144,86,58,30,19,11,15,8,7,89,50,39,37,23,14
C5120ST,23,418,District-Sheopur ,Total,20-29,301,187,114,39,28,11,47,30,17,7,4,3,121,71,50,20,12,8,12,8,4,42,26,16,13,8,5
C5120ST,23,418,District-Sheopur ,Total,30-39,241,149,92,51,23,28,37,28,9,8,2,6,76,51,25,19,11,8,10,7,3,29,19,10,11,8,3
C5120ST,23,418,District-Sheopur ,Total,40-49,231,135,96,64,32,32,41,23,18,6,3,3,68,46,22,9,4,5,5,2,3,31,23,8,7,2,5
C5120ST,23,418,District-Sheopur ,Total,50-59,229,102,127,88,34,54,45,19,26,4,2,2,44,22,22,5,2,3,9,3,6,24,14,10,10,6,4
C5120ST,23,418,District-Sheopur ,Total,60-69,238,93,145,103,36,67,36,14,22,1,0,1,56,31,25,5,2,3,2,2,0,14,5,9,21,3,18
C5120ST,23,418,District-Sheopur ,Total,70-79,165,66,99,60,22,38,31,13,18,1,1,0,40,17,23,2,1,1,0,0,0,8,4,4,23,8,15
C5120ST,23,418,District-Sheopur ,Total,80-89,37,16,21,14,7,7,5,1,4,0,0,0,9,4,5,0,0,0,0,0,0,3,2,1,6,2,4
C5120ST,23,418,District-Sheopur ,Total,90+,6,2,4,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,1,1
C5120ST,23,418,District-Sheopur ,Total,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,418,District-Sheopur ,Rural,Total,2203,1188,1015,553,262,291,368,200,168,49,24,25,624,361,263,100,57,43,58,34,24,312,177,135,139,73,66
C5120ST,23,418,District-Sheopur ,Rural,0-4,139,70,69,32,19,13,20,9,11,2,1,1,36,16,20,3,1,2,4,2,2,32,15,17,10,7,3
C5120ST,23,418,District-Sheopur ,Rural,5-9,219,129,90,43,26,17,39,23,16,11,5,6,53,31,22,9,6,3,3,3,0,52,27,25,9,8,1
C5120ST,23,418,District-Sheopur ,Rural,10-19,445,263,182,67,41,26,72,43,29,11,7,4,137,81,56,28,18,10,15,8,7,82,44,38,33,21,12
C5120ST,23,418,District-Sheopur ,Rural,20-29,289,180,109,37,26,11,46,30,16,7,4,3,115,67,48,20,12,8,11,8,3,40,25,15,13,8,5
C5120ST,23,418,District-Sheopur ,Rural,30-39,233,145,88,51,23,28,35,26,9,7,2,5,72,50,22,19,11,8,10,7,3,29,19,10,10,7,3
C5120ST,23,418,District-Sheopur ,Rural,40-49,226,133,93,63,31,32,40,23,17,6,3,3,67,45,22,9,4,5,5,2,3,31,23,8,5,2,3
C5120ST,23,418,District-Sheopur ,Rural,50-59,220,98,122,86,34,52,45,19,26,3,1,2,40,20,20,5,2,3,9,3,6,22,13,9,10,6,4
C5120ST,23,418,District-Sheopur ,Rural,60-69,232,89,143,103,36,67,35,13,22,1,0,1,54,29,25,5,2,3,1,1,0,13,5,8,20,3,17
C5120ST,23,418,District-Sheopur ,Rural,70-79,159,64,95,56,20,36,31,13,18,1,1,0,40,17,23,2,1,1,0,0,0,8,4,4,21,8,13
C5120ST,23,418,District-Sheopur ,Rural,80-89,36,15,21,13,6,7,5,1,4,0,0,0,9,4,5,0,0,0,0,0,0,3,2,1,6,2,4
C5120ST,23,418,District-Sheopur ,Rural,90+,5,2,3,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1
C5120ST,23,418,District-Sheopur ,Rural,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,418,District-Sheopur ,Urban,Total,83,48,35,11,6,5,10,7,3,3,2,1,30,18,12,2,1,1,2,1,1,15,10,5,10,3,7
C5120ST,23,418,District-Sheopur ,Urban,0-4,3,3,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
C5120ST,23,418,District-Sheopur ,Urban,5-9,8,4,4,1,0,1,0,0,0,1,1,0,5,2,3,0,0,0,0,0,0,1,1,0,0,0,0
C5120ST,23,418,District-Sheopur ,Urban,10-19,24,17,7,0,0,0,4,3,1,0,0,0,7,5,2,2,1,1,0,0,0,7,6,1,4,2,2
C5120ST,23,418,District-Sheopur ,Urban,20-29,12,7,5,2,2,0,1,0,1,0,0,0,6,4,2,0,0,0,1,0,1,2,1,1,0,0,0
C5120ST,23,418,District-Sheopur ,Urban,30-39,8,4,4,0,0,0,2,2,0,1,0,1,4,1,3,0,0,0,0,0,0,0,0,0,1,1,0
C5120ST,23,418,District-Sheopur ,Urban,40-49,5,2,3,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2
C5120ST,23,418,District-Sheopur ,Urban,50-59,9,4,5,2,0,2,0,0,0,1,1,0,4,2,2,0,0,0,0,0,0,2,1,1,0,0,0
C5120ST,23,418,District-Sheopur ,Urban,60-69,6,4,2,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,1,1,0,1,0,1,1,0,1
C5120ST,23,418,District-Sheopur ,Urban,70-79,6,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
C5120ST,23,418,District-Sheopur ,Urban,80-89,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,418,District-Sheopur ,Urban,90+,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
C5120ST,23,418,District-Sheopur ,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,419,District-Morena,Total,Total,218,124,94,45,23,22,30,16,14,10,6,4,64,41,23,6,6,0,3,2,1,36,20,16,24,10,14
C5120ST,23,419,District-Morena,Total,0-4,9,4,5,2,0,2,3,2,1,0,0,0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0
C5120ST,23,419,District-Morena,Total,5-9,19,11,8,4,3,1,1,1,0,0,0,0,6,2,4,0,0,0,0,0,0,7,5,2,1,0,1
C5120ST,23,419,District-Morena,Total,10-19,45,23,22,3,2,1,6,2,4,5,3,2,13,7,6,1,1,0,2,1,1,13,7,6,2,0,2
C5120ST,23,419,District-Morena,Total,20-29,29,21,8,4,1,3,5,4,1,2,1,1,11,11,0,1,1,0,0,0,0,4,2,2,2,1,1
C5120ST,23,419,District-Morena,Total,30-39,26,18,8,3,2,1,3,2,1,1,0,1,9,7,2,2,2,0,1,1,0,3,1,2,4,3,1
C5120ST,23,419,District-Morena,Total,40-49,19,15,4,4,3,1,4,2,2,2,2,0,6,5,1,1,1,0,0,0,0,2,2,0,0,0,0
C5120ST,23,419,District-Morena,Total,50-59,16,7,9,8,2,6,2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,2,1,1,2,1,1
C5120ST,23,419,District-Morena,Total,60-69,27,13,14,6,3,3,3,1,2,0,0,0,10,6,4,0,0,0,0,0,0,4,2,2,4,1,3
C5120ST,23,419,District-Morena,Total,70-79,20,9,11,10,6,4,2,1,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,2,2
C5120ST,23,419,District-Morena,Total,80-89,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C5120ST,23,419,District-Morena,Total,90+,6,3,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,2,2
C5120ST,23,419,District-Morena,Total,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,419,District-Morena,Rural,Total,185,103,82,43,22,21,26,15,11,8,4,4,54,32,22,4,4,0,2,1,1,25,16,9,23,9,14
C5120ST,23,419,District-Morena,Rural,0-4,8,4,4,1,0,1,3,2,1,0,0,0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0
C5120ST,23,419,District-Morena,Rural,5-9,16,9,7,4,3,1,1,1,0,0,0,0,5,1,4,0,0,0,0,0,0,5,4,1,1,0,1
C5120ST,23,419,District-Morena,Rural,10-19,37,18,19,3,2,1,6,2,4,3,1,2,11,6,5,1,1,0,2,1,1,9,5,4,2,0,2
C5120ST,23,419,District-Morena,Rural,20-29,23,16,7,4,1,3,5,4,1,2,1,1,7,7,0,0,0,0,0,0,0,3,2,1,2,1,1
C5120ST,23,419,District-Morena,Rural,30-39,20,14,6,2,1,1,3,2,1,1,0,1,8,6,2,1,1,0,0,0,0,1,1,0,4,3,1
C5120ST,23,419,District-Morena,Rural,40-49,15,13,2,4,3,1,2,2,0,2,2,0,5,4,1,1,1,0,0,0,0,1,1,0,0,0,0
C5120ST,23,419,District-Morena,Rural,50-59,15,6,9,8,2,6,2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,2,1,1,1,0,1
C5120ST,23,419,District-Morena,Rural,60-69,24,11,13,6,3,3,2,0,2,0,0,0,9,5,4,0,0,0,0,0,0,3,2,1,4,1,3
C5120ST,23,419,District-Morena,Rural,70-79,20,9,11,10,6,4,2,1,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,2,2
C5120ST,23,419,District-Morena,Rural,80-89,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C5120ST,23,419,District-Morena,Rural,90+,6,3,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,2,2
C5120ST,23,419,District-Morena,Rural,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,419,District-Morena,Urban,Total,33,21,12,2,1,1,4,1,3,2,2,0,10,9,1,2,2,0,1,1,0,11,4,7,1,1,0
C5120ST,23,419,District-Morena,Urban,0-4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,419,District-Morena,Urban,5-9,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0
C5120ST,23,419,District-Morena,Urban,10-19,8,5,3,0,0,0,0,0,0,2,2,0,2,1,1,0,0,0,0,0,0,4,2,2,0,0,0
C5120ST,23,419,District-Morena,Urban,20-29,6,5,1,0,0,0,0,0,0,0,0,0,4,4,0,1,1,0,0,0,0,1,0,1,0,0,0
C5120ST,23,419,District-Morena,Urban,30-39,6,4,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,2,0,2,0,0,0
C5120ST,23,419,District-Morena,Urban,40-49,4,2,2,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
C5120ST,23,419,District-Morena,Urban,50-59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C5120ST,23,419,District-Morena,Urban,60-69,3,2,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
C5120ST,23,419,District-Morena,Urban,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,419,District-Morena,Urban,80-89,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,419,District-Morena,Urban,90+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,419,District-Morena,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,420,District-Bhind,Total,Total,128,74,54,8,4,4,17,7,10,7,6,1,36,23,13,5,3,2,0,0,0,50,29,21,5,2,3
C5120ST,23,420,District-Bhind,Total,0-4,11,3,8,0,0,0,4,0,4,0,0,0,1,1,0,0,0,0,0,0,0,6,2,4,0,0,0
C5120ST,23,420,District-Bhind,Total,5-9,14,8,6,0,0,0,1,1,0,3,3,0,2,1,1,1,0,1,0,0,0,6,3,3,1,0,1
C5120ST,23,420,District-Bhind,Total,10-19,30,17,13,4,1,3,3,1,2,2,2,0,9,4,5,1,1,0,0,0,0,10,7,3,1,1,0
C5120ST,23,420,District-Bhind,Total,20-29,27,19,8,0,0,0,2,2,0,1,1,0,8,5,3,1,1,0,0,0,0,14,9,5,1,1,0
C5120ST,23,420,District-Bhind,Total,30-39,15,11,4,1,1,0,0,0,0,0,0,0,7,7,0,2,1,1,0,0,0,5,2,3,0,0,0
C5120ST,23,420,District-Bhind,Total,40-49,11,5,6,0,0,0,2,1,1,1,0,1,4,3,1,0,0,0,0,0,0,4,1,3,0,0,0
C5120ST,23,420,District-Bhind,Total,50-59,7,6,1,0,0,0,2,2,0,0,0,0,3,2,1,0,0,0,0,0,0,2,2,0,0,0,0
C5120ST,23,420,District-Bhind,Total,60-69,7,3,4,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,1
C5120ST,23,420,District-Bhind,Total,70-79,4,2,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
C5120ST,23,420,District-Bhind,Total,80-89,2,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,420,District-Bhind,Total,90+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,420,District-Bhind,Total,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,420,District-Bhind,Rural,Total,21,14,7,0,0,0,6,3,3,1,1,0,8,7,1,1,1,0,0,0,0,4,2,2,1,0,1
C5120ST,23,420,District-Bhind,Rural,0-4,4,2,2,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
C5120ST,23,420,District-Bhind,Rural,5-9,3,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
C5120ST,23,420,District-Bhind,Rural,10-19,4,3,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
C5120ST,23,420,District-Bhind,Rural,20-29,5,4,1,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0
C5120ST,23,420,District-Bhind,Rural,30-39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
C5120ST,23,420,District-Bhind,Rural,40-49,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,420,District-Bhind,Rural,50-59,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,420,District-Bhind,Rural,60-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,420,District-Bhind,Rural,70-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,420,District-Bhind,Rural,80-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,420,District-Bhind,Rural,90+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,420,District-Bhind,Rural,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,420,District-Bhind,Urban,Total,107,60,47,8,4,4,11,4,7,6,5,1,28,16,12,4,2,2,0,0,0,46,27,19,4,2,2
C5120ST,23,420,District-Bhind,Urban,0-4,7,1,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0
C5120ST,23,420,District-Bhind,Urban,5-9,11,7,4,0,0,0,0,0,0,3,3,0,2,1,1,1,0,1,0,0,0,5,3,2,0,0,0
C5120ST,23,420,District-Bhind,Urban,10-19,26,14,12,4,1,3,2,1,1,1,1,0,8,3,5,1,1,0,0,0,0,9,6,3,1,1,0
C5120ST,23,420,District-Bhind,Urban,20-29,22,15,7,0,0,0,0,0,0,1,1,0,6,3,3,1,1,0,0,0,0,13,9,4,1,1,0
C5120ST,23,420,District-Bhind,Urban,30-39,14,10,4,1,1,0,0,0,0,0,0,0,7,7,0,1,0,1,0,0,0,5,2,3,0,0,0
C5120ST,23,420,District-Bhind,Urban,40-49,8,3,5,0,0,0,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,4,1,3,0,0,0
C5120ST,23,420,District-Bhind,Urban,50-59,6,5,1,0,0,0,2,2,0,0,0,0,2,1,1,0,0,0,0,0,0,2,2,0,0,0,0
C5120ST,23,420,District-Bhind,Urban,60-69,7,3,4,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,1
C5120ST,23,420,District-Bhind,Urban,70-79,4,2,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
C5120ST,23,420,District-Bhind,Urban,80-89,2,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,420,District-Bhind,Urban,90+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,420,District-Bhind,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,421,District-Gwalior,Total,Total,1129,639,490,161,70,91,203,112,91,47,28,19,334,208,126,48,24,24,21,15,6,265,153,112,50,29,21
C5120ST,23,421,District-Gwalior,Total,0-4,80,48,32,8,4,4,16,9,7,2,2,0,11,6,5,2,1,1,0,0,0,39,25,14,2,1,1
C5120ST,23,421,District-Gwalior,Total,5-9,101,55,46,11,5,6,23,10,13,6,5,1,25,16,9,4,2,2,1,0,1,28,16,12,3,1,2
C5120ST,23,421,District-Gwalior,Total,10-19,245,144,101,26,14,12,31,20,11,11,5,6,77,49,28,17,8,9,6,5,1,63,34,29,14,9,5
C5120ST,23,421,District-Gwalior,Total,20-29,204,129,75,20,12,8,39,23,16,9,6,3,79,51,28,13,8,5,3,3,0,35,21,14,6,5,1
C5120ST,23,421,District-Gwalior,Total,30-39,168,101,67,21,12,9,33,21,12,6,3,3,55,38,17,4,2,2,7,4,3,40,19,21,2,2,0
C5120ST,23,421,District-Gwalior,Total,40-49,97,59,38,16,6,10,20,11,9,4,2,2,23,14,9,4,3,1,3,2,1,24,19,5,3,2,1
C5120ST,23,421,District-Gwalior,Total,50-59,69,41,28,8,4,4,15,8,7,5,3,2,18,12,6,2,0,2,1,1,0,16,10,6,4,3,1
C5120ST,23,421,District-Gwalior,Total,60-69,84,29,55,26,6,20,18,6,12,3,1,2,21,11,10,2,0,2,0,0,0,9,2,7,5,3,2
C5120ST,23,421,District-Gwalior,Total,70-79,51,20,31,16,4,12,6,4,2,1,1,0,17,6,11,0,0,0,0,0,0,6,4,2,5,1,4
C5120ST,23,421,District-Gwalior,Total,80-89,25,10,15,8,2,6,1,0,1,0,0,0,5,3,2,0,0,0,0,0,0,5,3,2,6,2,4
C5120ST,23,421,District-Gwalior,Total,90+,4,3,1,1,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,421,District-Gwalior,Total,Age Not Stated,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,421,District-Gwalior,Rural,Total,835,452,383,133,56,77,143,78,65,29,16,13,243,145,98,39,16,23,12,7,5,200,117,83,36,17,19
C5120ST,23,421,District-Gwalior,Rural,0-4,61,39,22,7,4,3,10,8,2,1,1,0,7,3,4,2,1,1,0,0,0,32,21,11,2,1,1
C5120ST,23,421,District-Gwalior,Rural,5-9,79,40,39,10,4,6,17,6,11,4,3,1,21,14,7,2,0,2,1,0,1,22,13,9,2,0,2
C5120ST,23,421,District-Gwalior,Rural,10-19,177,98,79,20,12,8,21,13,8,7,2,5,63,38,25,12,3,9,4,3,1,41,23,18,9,4,5
C5120ST,23,421,District-Gwalior,Rural,20-29,147,99,48,19,12,7,27,17,10,4,4,0,53,35,18,13,8,5,2,2,0,26,18,8,3,3,0
C5120ST,23,421,District-Gwalior,Rural,30-39,116,62,54,14,7,7,24,14,10,4,1,3,37,23,14,4,2,2,3,1,2,28,12,16,2,2,0
C5120ST,23,421,District-Gwalior,Rural,40-49,61,36,25,11,4,7,13,6,7,3,2,1,12,7,5,2,2,0,2,1,1,18,14,4,0,0,0
C5120ST,23,421,District-Gwalior,Rural,50-59,54,32,22,7,3,4,9,5,4,3,2,1,14,10,4,2,0,2,0,0,0,16,10,6,3,2,1
C5120ST,23,421,District-Gwalior,Rural,60-69,68,19,49,21,4,17,16,5,11,2,0,2,15,7,8,2,0,2,0,0,0,8,1,7,4,2,2
C5120ST,23,421,District-Gwalior,Rural,70-79,47,16,31,15,3,12,6,4,2,1,1,0,15,4,11,0,0,0,0,0,0,5,3,2,5,1,4
C5120ST,23,421,District-Gwalior,Rural,80-89,21,8,13,8,2,6,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,4,2,2,6,2,4
C5120ST,23,421,District-Gwalior,Rural,90+,4,3,1,1,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,421,District-Gwalior,Rural,Age Not Stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5120ST,23,421,District-Gwalior,Urban,Total,294,187,107,28,14,14,60,34,26,18,12,6,91,63,28,9,8,1,9,8,1,65,36,29,14,12,2
C5120ST,23,421,District-Gwalior,Urban,0-4,19,9,10,1,0,1,6,1,5,1,1,0,4,3,1,0,0,0,0,0,0,7,4,3,0,0,0
C5120ST,23,421,District-Gwalior,Urban,5-9,22,15,7,1,1,0,6,4,2,2,2,0,4,2,2,2,2,0,0,0,0,6,3,3,1,1,0
C5120ST,23,421,District-Gwalior,Urban,10-19,68,46,22,6,2,4,10,7,3,4,3,1,14,11,3,5,5,0,2,2,0,22,11,11,5,5,0
C5120ST,23,421,District-Gwalior,Urban,20-29,57,30,27,1,0,1,12,6,6,5,2,3,26,16,10,0,0,0,1,1,0,9,3,6,3,2,1
C5120ST,23,421,District-Gwalior,Urban,30-39,52,39,13,7,5,2,9,7,2,2,2,0,18,15,3,0,0,0,4,3,1,12,7,5,0,0,0
C5120ST,23,421,District-Gwalior,Urban,40-49,36,23,13,5,2,3,7,5,2,1,0,1,11,7,4,2,1,1,1,1,0,6,5,1,3,2,1
C5120ST,23,421,District-Gwalior,Urban,50-59,15,9,6,1,1,0,6,3,3,2,1,1,4,2,2,0,0,0,1,1,0,0,0,0,1,1,0
